Car_Name,Manufacturer,Year,Kms_Driven,Fuel_Type,Seller_Type,Transmission,No_Of_Owners,Present_Price,Selling_Price,Insurance
Maruti Suzuki Swift Vdi,Maruti,2015,86459,Diesel,Individual,Manual,1,"8,08,000","5,05,000",No
Maruti Suzuki Swift Vdi,Maruti,2015,84569,Diesel,Dealer,Manual,1,"8,08,000","5,10,000",No
Maruti Suzuki Swift Vdi,Maruti,2015,89230,Diesel,Individual,Manual,1,"8,08,000","5,15,000",Yes
Maruti Suzuki Swift Zxi,Maruti,2015,84569,Diesel,Individual,Manual,1,"7,70,000","5,15,000",No
Maruti Suzuki Swift Zxi,Maruti,2015,85693,Petrol,Dealer,Manual,1,"7,70,000","5,20,000",No
Maruti Suzuki Swift Zxi,Maruti,2015,92569,Petrol,Individual,Manual,1,"7,70,000","5,25,000",No
Maruti Suzuki Swift Zdi,Maruti,2015,45698,Diesel,Individual,Manual,1,"8,90,000","5,30,000",No
Maruti Suzuki Swift Zdi,Maruti,2015,76259,Diesel,Dealer,Manual,1,"8,90,000","5,35,000",No
Maruti Suzuki Swift Zdi,Maruti,2015,80657,Diesel,Individual,Manual,1,"8,90,000","5,45,000",Yes
Maruti Suzuki Swift Vxi,Maruti,2016,75000,Petrol,Individual,Manual,1,"7,20,000","5,40,000",No
Maruti Suzuki Swift Vxi,Maruti,2016,80000,Petrol,Dealer,Manual,1,"7,20,000","5,45,000",No
Maruti Suzuki Swift Vxi,Maruti,2016,78945,Petrol,Individual,Manual,1,"7,20,000","5,55,000",Yes
Maruti Suzuki Swift Vdi,Maruti,2016,79999,Diesel,Individual,Manual,1,"8,08,000","5,08,000",No
Maruti Suzuki Swift Vdi,Maruti,2016,82578,Diesel,Dealer,Manual,1,"8,08,000","5,13,000",Yes
Maruti Suzuki Swift Vdi,Maruti,2017,75496,Diesel,Individual,Manual,1,"8,08,000","5,60,000",No
Maruti Suzuki Swift Vdi,Maruti,2017,89000,Diesel,Dealer,Manual,1,"8,08,000","5,65,000",No
Maruti Suzuki Swift Vdi,Maruti,2017,87569,Diesel,Individual,Manual,1,"8,08,000","5,75,000",Yes
Maruti Suzuki Swift Vxi,Maruti,2017,90000,Diesel,Individual,Manual,1,"7,70,000","5,70,000",No
Maruti Suzuki Swift Vdi,Maruti,2018,75236,Diesel,Individual,Manual,1,"8,50,000","6,00,000",No
Maruti Suzuki Swift Vdi,Maruti,2018,71236,Diesel,Dealer,Manual,1,"8,50,000","6,05,000",No
Maruti Suzuki Swift Vdi,Maruti,2018,79865,Diesel,Individual,Manual,1,"8,50,000","6,15,000",Yes
Maruti Suzuki Swift Vdi,Maruti,2018,81453,Diesel,Individual,Automatic,1,"9,06,000","6,30,000",No
Maruti Suzuki Swift Vdi,Maruti,2018,80000,Diesel,Dealer,Automatic,1,"9,06,000","6,35,000",No
Maruti Suzuki Swift Vdi,Maruti,2018,82456,Diesel,Individual,Automatic,1,"9,06,000","6,45,000",Yes
Maruti Suzuki Swift Vdi,Maruti,2019,86000,Diesel,Dealer,Manual,1,"8,50,000","6,10,000",No
Maruti Suzuki Swift Vdi,Maruti,2019,86569,Diesel,Individual,Manual,2,"8,50,000","5,98,000",No
Maruti Suzuki Swift Vdi,Maruti,2019,87239,Diesel,Individual,Manual,2,"8,50,000","5,90,000",No
Maruti Suzuki Swift Vxi,Maruti,2020,16589,Petrol,Individual,Manual,1,"7,84,000","6,00,000",No
Maruti Suzuki Swift Vxi,Maruti,2020,10235,Petrol,Dealer,Manual,1,"7,84,000","6,05,000",No
Maruti Suzuki Swift Vxi,Maruti,2020,14569,Petrol,Individual,Manual,1,"7,84,000","6,15,000",Yes
Maruti Suzuki Swift Zxi,Maruti,2020,25648,Petrol,Individual,Manual,1,"8,61,000","6,90,000",No
Maruti Suzuki Swift Zxi,Maruti,2020,18756,Petrol,Dealer,Manual,1,"8,61,000","6,95,000",No
Maruti Suzuki Swift Zxi,Maruti,2020,21456,Petrol,Individual,Manual,1,"8,61,000","7,05,000",Yes
Maruti Suzuki Swift Zdi,Maruti,2020,26563,Diesel,Individual,Manual,1,"8,94,000","7,90,000",No
Maruti Suzuki Swift Vxi,Maruti,2021,40000,Petrol,Individual,Manual,1,"7,84,000","7,00,000",No
Maruti Suzuki Swift Vxi,Maruti,2021,35982,Petrol,Dealer,Manual,1,"7,84,000","7,05,000",No
Maruti Suzuki Swift Vxi,Maruti,2021,29000,Petrol,Individual,Manual,1,"7,84,000","7,15,000",Yes
Maruti Suzuki Swift Vxi,Maruti,2021,10000,Petrol,Individual,Manual,1,"7,84,000","7,00,000",No
Maruti Suzuki Swift Vxi,Maruti,2021,20000,Petrol,Individual,Manual,1,"7,84,000","7,10,000",No
Maruti Suzuki Swift Vxi,Maruti,2021,5629,Petrol,Individual,Automatic,1,"8,41,000","7,20,000",Yes
Maruti Suzuki Baleno Sigma,Maruti,2015,79000,Petrol,Individual,Manual,1,"6,62,000","4,90,000",No
Maruti Suzuki Baleno Sigma,Maruti,2015,45963,Petrol,Individual,Manual,2,"6,62,000","4,80,000",No
Maruti Suzuki Baleno Sigma,Maruti,2015,75698,Petrol,Individual,Manual,3,"6,62,000","4,70,000",No
Maruti Suzuki Baleno Zeta,Maruti,2015,40569,Petrol,Individual,Manual,1,"8,14,000","5,50,000",No
Maruti Suzuki Baleno Zeta,Maruti,2015,35658,Petrol,Dealer,Manual,1,"8,14,000","5,55,000",No
Maruti Suzuki Baleno Zeta,Maruti,2015,42923,Petrol,Individual,Manual,1,"8,14,000","5,65,000",Yes
Maruti Suzuki Baleno Delta,Maruti,2016,90000,Diesel,Individual,Manual,1,"8,75,000","5,50,000",No
Maruti Suzuki Baleno Zeta,Maruti,2016,95687,Diesel,Individual,Automatic,1,"9,35,000","6,00,000",No
Maruti Suzuki Baleno Delta,Maruti,2016,73000,Diesel,Individual,Manual,1,"8,75,000","5,51,000",No
Maruti Suzuki Baleno Alpha,Maruti,2017,52648,Petrol,Individual,Manual,1,"8,93,000","6,50,000",No
Maruti Suzuki Baleno Delta,Maruti,2017,92000,Diesel,Individual,Manual,1,"8,75,000","5,60,000",No
Maruti Suzuki Baleno Zeta,Maruti,2017,72000,Petrol,Individual,Automatic,1,"9,35,000","6,20,000",No
Maruti Suzuki Baleno Alpha,Maruti,2018,85000,Petrol,Individual,Manual,1,"8,93,000","7,00,000",No
Maruti Suzuki Baleno Delta,Maruti,2018,56563,Diesel,Individual,Manual,1,"8,75,000","6,25,000",Yes
Maruti Suzuki Baleno Alpha,Maruti,2018,35128,Petrol,Individual,Automatic,1,"10,14,000","7,50,000",No
Maruti Suzuki Baleno Zeta,Maruti,2019,26892,Diesel,Individual,Manual,1,"9,35,000","6,70,000",No
Maruti Suzuki Baleno Alpha,Maruti,2019,12000,Petrol,Individual,Automatic,1,"10,14,000","7,90,000",Yes
Maruti Suzuki Baleno Delta,Maruti,2020,15897,Petrol,Individual,Manual,1,"8,35,000","7,00,000",Yes
Maruti Suzuki Baleno Zeta,Maruti,2020,18900,Petrol,Individual,Manual,1,"9,38,000","7,20,000",Yes
Maruti Suzuki Baleno Zeta,Maruti,2020,7598,Petrol,Individual,Automatic,1,"9,96,000","8,00,000",Yes
Maruti Suzuki Baleno Delta,Maruti,2021,10286,Petrol,Individual,Manual,1,"8,35,000","7,20,000",Yes
Maruti Suzuki Baleno Zeta,Maruti,2021,8006,Petrol,Individual,Manual,1,"9,38,000","7,40,000",Yes
Maruti Suzuki Baleno Zeta,Maruti,2021,15008,Petrol,Individual,Automatic,1,"9,96,000","8,01,000",Yes
Maruti Suzuki WagonR Vxi,Maruti,2010,74582,Petrol,Individual,Manual,1,"4,86,000","1,90,000",No
Maruti Suzuki WagonR Vxi,Maruti,2010,79328,Petrol,Dealer,Manual,1,"4,86,000","1,95,000",No
Maruti Suzuki WagonR Vxi,Maruti,2010,85698,Petrol,Individual,Manual,1,"4,86,000","2,05,000",Yes
Maruti Suzuki WagonR Vxi,Maruti,2011,73657,Petrol,Individual,Manual,1,"4,86,000","2,00,000",No
Maruti Suzuki WagonR Vxi,Maruti,2011,75239,Petrol,Dealer,Manual,1,"4,86,000","2,10,000",Yes
Maruti Suzuki WagonR Vxi,Maruti,2012,85973,Petrol,Individual,Manual,1,"4,86,000","2,20,000",No
Maruti Suzuki WagonR Vxi,Maruti,2012,45000,Petrol,Dealer,Manual,1,"4,86,000","2,15,000",Yes
Maruti Suzuki WagonR Vxi,Maruti,2013,52397,Petrol,Individual,Manual,1,"4,86,000","2,25,000",No
Maruti Suzuki WagonR Vxi,Maruti,2013,42369,Petrol,Dealer,Manual,1,"4,86,000","2,15,000",No
Maruti Suzuki WagonR Vxi,Maruti,2014,56297,Petrol,Individual,Manual,1,"5,87,000","2,50,000",No
Maruti Suzuki WagonR Vxi,Maruti,2014,86526,Petrol,Dealer,Manual,1,"5,87,000","2,65,000",Yes
Maruti Suzuki WagonR Vxi,Maruti,2016,56239,Petrol,Individual,Manual,1,"5,87,000","2,55,000",No
Maruti Suzuki WagonR Vxi,Maruti,2016,83964,Petrol,Dealer,Manual,1,"5,87,000","2,70,000",Yes
Maruti Suzuki WagonR Vxi,Maruti,2015,74000,Petrol,Individual,Manual,1,"5,87,000","3,20,000",No
Maruti Suzuki WagonR Vxi,Maruti,2015,70521,Petrol,Dealer,Manual,1,"5,87,000","3,30,000",Yes
Maruti Suzuki WagonR Vxi,Maruti,2016,73215,Petrol,Individual,Manual,1,"5,87,000","3,35,000",No
Maruti Suzuki WagonR Vxi,Maruti,2016,86324,Petrol,Dealer,Manual,1,"5,87,000","3,40,000",Yes
Maruti Suzuki WagonR Vxi,Maruti,2017,99000,Petrol,Individual,Manual,1,"5,87,000","4,00,000",No
Maruti Suzuki WagonR Vxi,Maruti,2017,75000,Petrol,Dealer,Manual,1,"5,87,000","4,15,000",Yes
Maruti Suzuki WagonR Vxi,Maruti,2017,85468,Petrol,Individual,Manual,2,"5,87,000","3,90,000",No
Maruti Suzuki WagonR Vxi,Maruti,2017,75239,Petrol,Dealer,Manual,3,"5,87,000","3,80,000",Yes
Maruti Suzuki WagonR Vxi,Maruti,2017,85468,Petrol,Individual,Manual,2,"5,87,000","3,90,000",No
Maruti Suzuki WagonR Vxi,Maruti,2017,75239,Petrol,Dealer,Manual,3,"5,87,000","3,80,000",Yes
Maruti Suzuki WagonR Vxi,Maruti,2018,98568,Petrol,Individual,Manual,2,"5,87,000","4,25,000",No
Maruti Suzuki WagonR Vxi,Maruti,2018,92314,Petrol,Dealer,Manual,3,"5,87,000","4,27,000",Yes
Maruti Suzuki WagonR Vxi,Maruti,2018,50698,Petrol,Individual,Manual,2,"5,87,000","4,26,000",No
Maruti Suzuki WagonR Vxi,Maruti,2018,62597,Petrol,Dealer,Manual,3,"5,87,000","4,29,000",Yes
Maruti Suzuki WagonR Vxi,Maruti,2019,25617,Petrol,Individual,Manual,2,"5,87,000","4,30,000",No
Maruti Suzuki WagonR Vxi,Maruti,2019,34364,Petrol,Dealer,Manual,3,"5,87,000","4,32,000",Yes
Maruti Suzuki WagonR Vxi,Maruti,2015,56953,CNG,Individual,Manual,1,"5,54,000","2,80,000",No
Maruti Suzuki WagonR Vxi,Maruti,2020,23569,Petrol,Individual,Manual,1,"6,80,000","4,90,000",Yes
Maruti Suzuki WagonR Vxi,Maruti,2020,22000,Petrol,Individual,Manual,1,"6,50,000","4,95,000",No
Maruti Suzuki WagonR Zxi,Maruti,2020,29614,Petrol,Individual,Manual,1,"7,10,000","5,00,000",Yes
Maruti Suzuki WagonR Vxi,Maruti,2021,10089,Petrol,Individual,Manual,1,"6,80,000","4,91,000",Yes
Maruti Suzuki WagonR Vxi,Maruti,2021,9532,Petrol,Individual,Manual,1,"6,50,000","4,97,000",No
Maruti Suzuki WagonR Zxi,Maruti,2021,20156,Petrol,Individual,Manual,1,"7,10,000","5,10,000",Yes
Maruti Suzuki Eeco Std5,Maruti,2010,85633,Petrol,Individual,Manual,1,"5,40,000","2,00,000",No
Maruti Suzuki Eeco Std7,Maruti,2010,90000,Petrol,Individual,Manual,1,"5,45,000","2,05,000",No
Maruti Suzuki Eeco Std5,Maruti,2011,90007,Petrol,Individual,Manual,1,"5,40,000","2,05,000",No
Maruti Suzuki Eeco Std7,Maruti,2011,97589,Petrol,Individual,Manual,1,"5,45,000","2,10,000",No
Maruti Suzuki Eeco Std5,Maruti,2012,89364,Petrol,Individual,Manual,1,"5,40,000","2,50,000",No
Maruti Suzuki Eeco Std5,Maruti,2013,90007,Petrol,Individual,Manual,1,"5,40,000","3,00,000",No
Maruti Suzuki Eeco Std5,Maruti,2014,52687,Petrol,Individual,Manual,1,"5,40,000","3,20,000",No
Maruti Suzuki Eeco Std5,Maruti,2015,64585,Petrol,Individual,Manual,1,"5,40,000","3,40,000",No
Maruti Suzuki Eeco Std5,Maruti,2016,89631,Petrol,Individual,Manual,1,"5,40,000","3,50,000",No
Maruti Suzuki Eeco Std5,Maruti,2017,75293,Petrol,Individual,Manual,1,"5,40,000","3,60,000",No
Maruti Suzuki Eeco Std5,Maruti,2018,86000,Petrol,Individual,Manual,1,"5,40,000","3,70,000",No
Maruti Suzuki Eeco Std5,Maruti,2019,83497,Petrol,Individual,Manual,1,"5,40,000","4,00,000",No
Maruti Suzuki Eeco Std5Ac,Maruti,2020,30000,Petrol,Individual,Manual,1,"5,83,000","4,50,000",Yes
Maruti Suzuki Eeco Std5Ac,Maruti,2020,26974,Petrol,Individual,Manual,1,"5,83,000","4,40,000",No
Maruti Suzuki Eeco Std5,Maruti,2021,23000,Petrol,Individual,Manual,1,"5,83,000","4,80,000",Yes
Maruti Suzuki Spresso Vxi,Maruti,2019,5397,Petrol,Individual,Manual,1,"5,30,000","3,80,000",Yes
Maruti Suzuki Spresso Vxi,Maruti,2020,7925,Petrol,Individual,Manual,1,"5,30,000","4,00,000",Yes
Maruti Suzuki Spresso VxiPlus,Maruti,2021,8080,Petrol,Individual,Manual,1,"5,30,000","4,20,000",Yes
Maruti Suzuki Spresso Vxi,Maruti,2020,8557,Petrol,Individual,Manual,1,"5,30,000","4,10,000",Yes
Maruti Suzuki Celerio Vxi,Maruti,2014,84023,Petrol,Individual,Manual,1,"5,80,000","3,80,000",No
Maruti Suzuki Celerio Vxi,Maruti,2014,85000,Petrol,Individual,Automatic,1,"6,04,000","4,00,000",No
Maruti Suzuki Celerio Lxi,Maruti,2014,86489,Petrol,Individual,Manual,1,"5,14,000","3,50,000",No
Maruti Suzuki Celerio Zdi,Maruti,2014,84000,Petrol,Individual,Manual,1,"6,96,000","3,70,000",No
Maruti Suzuki Celerio Vxi,Maruti,2015,84563,Petrol,Individual,Manual,1,"5,80,000","3,82,000",No
Maruti Suzuki Celerio Vxi,Maruti,2015,80000,Petrol,Individual,Automatic,1,"6,04,000","4,10,000",No
Maruti Suzuki Celerio Lxi,Maruti,2015,98564,Petrol,Individual,Manual,1,"5,14,000","3,55,000",No
Maruti Suzuki Celerio Zdi,Maruti,2015,75151,Petrol,Individual,Manual,1,"6,96,000","3,75,000",No
Maruti Suzuki Celerio Vxi,Maruti,2016,90000,Petrol,Individual,Manual,1,"5,80,000","3,85,000",No
Maruti Suzuki Celerio Vxi,Maruti,2016,95471,Petrol,Individual,Automatic,1,"6,04,000","4,15,000",No
Maruti Suzuki Celerio Lxi,Maruti,2016,75426,Petrol,Individual,Manual,1,"5,14,000","3,60,000",No
Maruti Suzuki Celerio Zdi,Maruti,2016,70155,Petrol,Individual,Manual,1,"6,96,000","3,80,000",No
Maruti Suzuki Celerio Vxi,Maruti,2017,66589,Petrol,Individual,Manual,1,"5,80,000","3,90,000",No
Maruti Suzuki Celerio Vxi,Maruti,2017,75269,Petrol,Individual,Automatic,1,"6,04,000","4,15,000",No
Maruti Suzuki Celerio Lxi,Maruti,2017,44721,Petrol,Individual,Manual,1,"5,14,000","3,65,000",No
Maruti Suzuki Celerio Zdi,Maruti,2017,55269,Petrol,Individual,Manual,1,"6,96,000","3,90,000",No
Maruti Suzuki Celerio Vxi,Maruti,2018,44721,Petrol,Individual,Automatic,1,"5,14,000","4,50,000",No
Maruti Suzuki Celerio Zxi,Maruti,2018,42327,Petrol,Individual,Manual,1,"6,30,000","5,00,000",No
Maruti Suzuki Celerio Vxi,Maruti,2019,35984,Petrol,Individual,Automatic,1,"6,30,000","5,10,000",No
Maruti Suzuki Celerio Lxi,Maruti,2020,25632,Petrol,Individual,Automatic,1,"5,56,000","4,00,000",Yes
Maruti Suzuki Celerio ZdiO,Maruti,2019,29482,Diesel,Individual,Manual,1,"6,96,000","5,20,000",Yes
Maruti Suzuki Celerio Zxi,Maruti,2021,4852,Petrol,Individual,Automatic,1,"7,46,000","6,50,000",Yes
Maruti Suzuki Celerio Vxi,Maruti,2021,3547,Petrol,Individual,Manual,1,"6,53,000","5,00,000",Yes
Maruti Suzuki Celerio Vxi,Maruti,2021,2647,CNG,Individual,Manual,1,"7,60,000","6,00,000",Yes
Maruti Suzuki Celerio ZxiPlus,Maruti,2021,5897,Petrol,Individual,Manual,1,"7,45,000","6,45,000",Yes
Maruti Suzuki XL6 Zeta,Maruti,2019,16589,Petrol,Individual,Manual,1,"12,05,000","8,90,000",Yes
Maruti Suzuki XL6 Alpha,Maruti,2020,20256,Petrol,Individual,Manual,1,"12,85,000","10,00,000",Yes
Maruti Suzuki XL6 Zeta,Maruti,2021,8549,Petrol,Individual,Manual,1,"12,05,000","9,00,000",Yes
Maruti Suzuki Ignis Alpha,Maruti,2020,11869,Petrol,Individual,Automatic,1,"8,83,000","6,95,000",Yes
Maruti Suzuki Ciaz Vdi,Maruti,2014,76584,Diesel,Individual,Manual,1,"8,92,000","6,80,000",No
Maruti Suzuki Ciaz Vdi,Maruti,2014,80597,Diesel,Dealer,Manual,1,"8,92,000","6,85,000",No
Maruti Suzuki Ciaz Vdi,Maruti,2014,65897,Diesel,Individual,Manual,1,"8,92,000","6,95,000",Yes
Maruti Suzuki Ciaz Vdi,Maruti,2014,65897,Diesel,Individual,Manual,1,"8,92,000","6,95,000",Yes
Maruti Suzuki Ciaz VDI+SHVS,Maruti,2015,75000,Diesel,Individual,Manual,1,"8,22,000","5,75,000",No
Maruti Suzuki Ciaz Zdi,Maruti,2016,65897,Diesel,Individual,Manual,1,"8,92,000","6,95,000",Yes
Maruti Suzuki Ciaz VDI+SHVS,Maruti,2017,85697,Diesel,Individual,Manual,1,"8,82,000","7,00,000",No
Maruti Suzuki Ciaz Vdi,Maruti,2017,85647,Diesel,Individual,Manual,1,"8,31,000","7,05,000",No
Maruti Suzuki Ciaz Zeta,Maruti,2018,45217,Petrol,Individual,Manual,1,"11,43,000","6,65,000",No
Maruti Suzuki Ciaz Delta,Maruti,2018,56458,Petrol,Individual,Manual,1,"10,10,000","7,50,000",Yes
Maruti Suzuki Ciaz Delta,Maruti,2018,54237,Petrol,Individual,Automatic,1,"11,23,000","9,00,000",Yes
Maruti Suzuki Ciaz Alpha ,Maruti,2019,25698,Petrol,Individual,Automatic,1,"12,91,000","9,10,000",Yes
Maruti Suzuku Ciaz Alpha ,Maruti,2020,10569,Petrol,Individual,Manual,1,"12,50,000","9,50,000",Yes
Maruti Suzuki Ciaz Delta,Maruti,2021,5629,Petrol,Individual,Manual,1,"11,41,000","10,00,000",Yes
Maruti Suzuki Scross Zeta200,Maruti,2014,75631,Diesel,Individual,Manual,1,"9,96,000","7,20,000",No
Maruti Suzuki Scross Zeta200,Maruti,2014,73968,Diesel,Dealer,Manual,1,"9,96,000","7,25,000",No
Maruti Suzuki Scross Zeta200,Maruti,2014,85627,Diesel,Individual,Manual,1,"9,96,000","7,30,000",Yes
Maruti Suzuki Scross Sigma,Maruti,2015,85545,Diesel,Individual,Manual,1,"8,05,000","5,00,000",No
Maruti Suzuki Scross Zeta,Maruti,2015,90578,Diesel,Individual,Manual,1,"9,96,000","6,50,000",No
Maruti Suzuki Scross Zeta,Maruti,2016,75258,Diesel,Individual,Manual,1,"9,96,000","6,52,000",No
Maruti Suzuki Scross Zeta,Maruti,2016,45152,Diesel,Individual,Manual,1,"9,96,000","6,55,000",No
Maruti Suzuki Scross Zeta,Maruti,2017,55258,Diesel,Individual,Manual,1,"9,96,000","7,50,000",No
Maruti Suzuki Scross Zeta,Maruti,2018,55258,Diesel,Individual,Manual,1,"12,77,000","9,50,000",Yes
Maruti Suzuki Scross Alpha,Maruti,2018,35698,Diesel,Individual,Manual,1,"13,98,000","8,00,000",Yes
Maruti Suzuki Scross Delta,Maruti,2019,26589,Diesel,Individual,Manual,1,"11,89,000","9,20,000",Yes
Maruti Suzuki Scross Alpha,Maruti,2019,100000,Diesel,Individual,Manual,1,"13,98,000","7,90,000",Yes
Maruti Suzuki Scross Zeta,Maruti,2020,25139,Petrol,Individual,Manual,1,"12,77,000","9,75,000",Yes
Maruti Suzuki Scross Delta,Maruti,2020,14563,Petrol,Individual,Manual,1,"11,89,000","9,50,000",Yes
Maruti Suzuki Scross Alpha,Maruti,2021,5697,Petrol,Individual,Manual,1,"13,98,000","11,00,000",Yes
Maruti Suzuki Ritz Vdi,Maruti,2010,103597,Diesel,Individual,Manual,1,"6,34,000","2,00,000",No
Maruti Suzuki Ritz Vdi,Maruti,2010,95065,Diesel,Dealer,Manual,1,"6,34,000","2,05,000",No
Maruti Suzuki Ritz Vdi,Maruti,2010,90577,Diesel,Individual,Manual,1,"6,34,000","2,10,000",Yes
Maruti Suzuki Ritz Lxi,Maruti,2010,85647,Petrol,Individual,Manual,1,"5,18,000","1,90,000",No
Maruti Suzuki Ritz Vdi,Maruti,2011,99568,Diesel,Individual,Manual,1,"6,34,000","2,10,000",No
Maruti Suzuki Ritz Vdi,Maruti,2011,75655,Diesel,Dealer,Manual,1,"6,34,000","2,15,000",No
Maruti Suzuki Ritz Vdi,Maruti,2011,95487,Diesel,Individual,Manual,1,"6,34,000","2,20,000",Yes
Maruti Suzuki Ritz Lxi,Maruti,2011,69729,Petrol,Individual,Manual,1,"5,18,000","2,00,000",No
Maruti Suzuki Ritz Vdi,Maruti,2012,100000,Diesel,Individual,Manual,1,"6,34,000","2,20,000",No
Maruti Suzuki Ritz Vdi,Maruti,2012,98753,Diesel,Dealer,Manual,1,"6,34,000","2,25,000",No
Maruti Suzuki Ritz Vdi,Maruti,2012,75329,Diesel,Individual,Manual,1,"6,34,000","2,30,000",Yes
Maruti Suzki Ritz Lxi,Maruti,2012,85692,Petrol,Individual,Manual,1,"5,18,000","2,10,000",No
Maruti Suzuki Ritz Vdi,Maruti,2013,102598,Diesel,Individual,Manual,1,"7,13,000","3,10,000",No
Maruti Suzuki Ritz Vdi,Maruti,2013,95000,Diesel,Dealer,Manual,1,"6,34,000","3,15,000",No
Maruti Suzuki Ritz Vdi,Maruti,2013,75689,Diesel,Individual,Manual,1,"6,34,000","3,20,000",Yes
Maruti Suzuki Ritz Lxi,Maruti,2013,120000,Petrol,Individual,Manual,1,"5,19,000","2,90,000",No
Maruti Suzuki Ritz Vdi,Maruti,2014,86217,Diesel,Individual,Manual,1,"7,13,000","3,40,000",No
Maruti Suzuki Ritz Vdi,Maruti,2014,75631,Diesel,Dealer,Manual,1,"6,34,000","3,45,000",No
Maruti Suzuki Ritz Vdi,Maruti,2014,95314,Diesel,Individual,Manual,1,"6,34,000","3,50,000",Yes
Maruti Suzki Ritz Lxi,Maruti,2014,45697,Petrol,Individual,Manual,1,"5,19,000","3,00,000",No
Maruti Suzuki Ritz Vdi,Maruti,2015,75203,Diesel,Individual,Manual,1,"7,13,000","3,60,000",No
Maruti Suzuki Ritz Vdi,Maruti,2015,85479,Diesel,Dealer,Manual,1,"6,34,000","3,65,0000",No
Maruti Suzuki Ritz Vdi,Maruti,2015,88132,Diesel,Individual,Manual,1,"6,34,000","3,70,000",Yes
Maruti Suzki Ritz Lxi,Maruti,2015,96321,Petrol,Individual,Manual,1,"5,19,000","3,30,000",No
Maruti Suzuki Ritz Vdi,Maruti,2016,79000,Diesel,Individual,Manual,1,"7,13,000","3,70,000",No
Maruti Suzuki Ritz Vdi,Maruti,2016,85000,Diesel,Dealer,Manual,1,"6,34,000","3,75,000",No
Maruti Suzuki Ritz Vdi,Maruti,2016,88902,Diesel,Individual,Manual,1,"6,34,000","3,80,000",Yes
Maruti Suzuki Ritz Lxi,Maruti,2016,45326,Petrol,Individual,Manual,1,"5,19,000","3,50,000",No
Maruti Suzuki Ertiga Vdi,Maruti,2012,99658,Diesel,Individual,Manual,1,"9,11,000","4,90,000",No
Maruti Suzuki Ertiga Vdi,Maruti,2012,85693,Diesel,Dealer,Manual,1,"9,11,000","5,00,000",Yes
Maruti Suzuki Ertiga Zdi,Maruti,2012,96324,Diesel,Individual,Manual,1,"10,20,000","5,50,000",Yes
Maruti Suzuki Ertiga Vdi,Maruti,2013,82034,Diesel,Individual,Manual,1,"9,11,000","5,80,000",No
Maruti Suzuki Ertiga Vdi,Maruti,2013,82034,Diesel,Individual,Manual,1,"9,11,000","6,00,000",Yes
Maruti Suzuki Ertiga Vdi,Maruti,2014,56981,Diesel,Individual,Manual,1,"9,11,000","6,30,000",Yes
Maruti Suzuki Ertiga Vdi,Maruti,2015,100259,Diesel,Individual,Manual,1,"9,11,000","6,95,000",Yes
Maruti Suzuki Ertiga Vdi,Maruti,2015,56981,Diesel,Individual,Manual,1,"9,11,000","7,00,000",Yes
Maruti Suzuki Ertiga Vdi,Maruti,2016,95623,Diesel,Individual,Manual,1,"11,76,000","7,80,000",No
Maruti Suzuki Ertiga Vxi,Maruti,2016,75239,Petrol,Individual,Automatic,1,"10,65,000","8,30,000",No
Maruti Suzuki Ertiga Zdi,Maruti,2016,88800,Diesel,Individual,Manual,1,"12,76,000","8,50,000",No
Maruti Suzuki Ertiga Vdi,Maruti,2017,100523,Diesel,Individual,Manual,1,"11,76,000","8,35,000",No
Maruti Suzuki Ertiga Vdi,Maruti,2017,75367,Diesel,Dealer,Manual,1,"11,76,000","8,45,000",Yes
Maruti Suzuki Ertiga Vdi,Maruti,2017,65897,Diesel,Individual,Manual,1,"11,76,000","8,50,000",No
Maruti Suzuki Ertiga Zdi,Maruti,2017,56987,Diesel,Individual,Manual,1,"12,76,000","9,10,000",No
Maruti Suzuki Ertiga Vdi,Maruti,2018,58975,Diesel,Individual,Manual,1,"11,76,000","9,00,000",Yes
Maruti Suzuki Ertiga Zdi,Maruti,2018,66324,Diesel,Individual,Manual,1,"12,76,000","9,20,0000",Yes
Maruti Suzuki Ertiga Vdi,Maruti,2019,45236,Diesel,Individual,Manual,1,"11,76,000","10,00,000",Yes
Maruti Suzuki Ertiga Zdi,Maruti,2019,36549,Diesel,Individual,Manual,1,"12,76,000","10,80,000",Yes
Maruti Suzuki Ertiga Zdi,Maruti,2019,25648,Diesel,Individual,Manual,2,"12,76,000","10,70,000",Yes
Maruti Suzuki Ertiga Zdi,Maruti,2019,29000,Diesel,Individual,Manual,3,"12,76,000","10,50,000",Yes
Maruti Suzuki Ertiga Vxi,Maruti,2020,9568,Petrol,Individual,Manual,1,"10,56,000","8,80,000",Yes
Maruti Suzuki Ertiga Zxi+,Maruti,2020,12035,Petrol,Individual,Manual,1,"12,38,000","10,20,000",Yes
Maruti Suzuki Ertiga Vxi,Maruti,2021,15064,Petrol,Individual,Manual,1,"10,56,000","9,50,00",Yes
Hyundai I10 Magna,Hyundai,2010,51698,Petrol,Individual,Manual,1,"5,44,000","1,90,000",No
Hyundai I10 Magna,Hyundai,2010,52326,Petrol,Dealer,Manual,1,"5,44,000","2,00,000",Yes
Hyundai I10 Magna,Hyundai,2010,85693,Petrol,Individual,Automatic,1,"6,44,000","2,50,000",No
Hyundai I10 Era,Hyundai,2010,56327,Petrol,Individual,Manual,1,"5,16,000","2,20,000",No
